raw_affiliation,canonical_affiliation,country,region,source,confidence
"Khalifa University of Science, Technology and Research","Khalifa University of Science, Technology and Research",United Arab Emirates,Middle East & Africa,university_dataset,1.0
San Francisco State University,San Francisco State University,United States,United States,university_dataset,1.0
university of colorado at boulder,University of Colorado at Boulder,United States,United States,university_dataset,0.9090909090909091
Hongik University,Hongik University,"Korea, Republic of",Other/Unknown,university_dataset,1.0
Czech Technical Univeresity in Prague,Czech Technical University of Prague,Czech Republic,Europe,university_dataset,0.9315068493150684
"University at Buffalo, SUNY",SUNY Maritime College,United States,United States,university_dataset,0.9
Booking.com,Booking.com,Unknown,Other/Unknown,unknown,0.0
AI at Meta,Meta AI,United States,United States,manual_substring,0.9
Unity Technologies,Ecole pour l'Informatique et les nouvelles Technologies - Albania,Albania,Other/Unknown,university_dataset,0.855
Université de Sherbrooke,Université de Sherbrooke,Canada,Canada,university_dataset,1.0
Bytedance Inc.,ByteDance,China,China,manual_substring,0.9
Algoverse AI Research,Bharath Institue Of Higher Education & Research,India,Asia-Pacific (excl. China),university_dataset,0.855
"Chinese University of HongKong, Shenzhen",Shenzhen University,China,China,university_dataset,0.9
www.hoiying.net,www.hoiying.net,Unknown,Other/Unknown,unknown,0.0
"Thomas M. Siebel Center for Computer Science, University of Illinois at Urbana-Champaign",University of Illinois Urbana-Champaign,United States,United States,university_dataset,0.962962962962963
Tencent TiMi Studio,Tencent,China,China,manual_substring,0.9
Mistral AI,Universidad Gabriela Mistral,Chile,Latin America,university_dataset,0.855
deeplife,deeplife,Unknown,Other/Unknown,unknown,0.0
United States,United States Coast Guard Academy,United States,United States,university_dataset,0.9
Cardiff University,Cardiff University,United Kingdom,Europe,university_dataset,1.0
zhejiang university of technology,Zhejiang University of Technology,China,China,university_dataset,0.9090909090909091
Universität des Saarlandes,Universität des Saarlandes,Germany,Europe,university_dataset,1.0
"Computer Vision Center, Universitat Autónoma de Barcelona",Universitat Autónoma de Barcelona,Spain,Europe,university_dataset,0.9
kaist,Korea Advanced Institute of Science & Technology,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
Latent Logic,Latent Logic,Unknown,Other/Unknown,unknown,0.0
Carleton College,Carleton College,United States,United States,university_dataset,1.0
"School of Matematics asn Statistics, Beijing Technology and Business University",Business and Technology University,Georgia,Other/Unknown,university_dataset,0.95
Strategy Robot,Strategy Robot,Unknown,Other/Unknown,unknown,0.0
University of Brescia,University of Brescia,Italy,Europe,university_dataset,1.0
xidian university,Indian University,India,Asia-Pacific (excl. China),university_dataset,0.8235294117647058
James Cook University,James Cook University of North Queensland,Australia,Asia-Pacific (excl. China),university_dataset,0.9
James Cook University of North Queensland,James Cook University of North Queensland,Australia,Asia-Pacific (excl. China),university_dataset,1.0
La Trobe University,La Trobe University,Australia,Asia-Pacific (excl. China),university_dataset,1.0
Universidad EIA,Universidad EAN,Colombia,Latin America,university_dataset,0.9333333333333332
INSAIT,INSAIT,Unknown,Other/Unknown,unknown,0.0
Tokyo University of Agriculture and Technology,Tokyo University of Agriculture and Technology,Japan,Asia-Pacific (excl. China),university_dataset,1.0
China University of Petroleum,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
Twelvelabs,Twelvelabs,Unknown,Other/Unknown,unknown,0.0
Riiid,Riiid,Unknown,Other/Unknown,unknown,0.0
Netmarble AI Center,University of Pittsburgh Medical Center,United States,United States,university_dataset,0.855
Yanolja,Yanolja,Unknown,Other/Unknown,unknown,0.0
"IMIS - ""Athena"" Research Center",Universidade Comunitária da Região de Chapecó - Unochapecó,Brazil,Latin America,university_dataset,0.855
"University of Athens, Greece",American College of Greece,Greece,Europe,university_dataset,0.9
Inverted AI,Inverted AI,Unknown,Other/Unknown,unknown,0.0
Coordination Center of China,Regent University College of Science and Technology,Ghana,Middle East & Africa,university_dataset,0.855
NAVER CLOVA,NAVER,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
University of Richmond,University of Richmond,United States,United States,university_dataset,1.0
TensorTour Inc.,TensorTour Inc.,Unknown,Other/Unknown,unknown,0.0
United Imaging Intelligence,Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),United Arab Emirates,Middle East & Africa,university_dataset,0.855
"School of Computation, Information and Technology, Technische Universität München",Technische Universität München,Germany,Europe,university_dataset,0.9
Exponent Inc.,Exponent Inc.,Unknown,Other/Unknown,unknown,0.0
ChongQing University,Chongqing University,China,China,university_dataset,0.95
Chalmers University of Technology and University of Gothenburg,Chalmers University of Technology,Sweden,Europe,manual_substring,0.9
Kyung Hee Universityniversity,Hue University,Viet Nam,Other/Unknown,university_dataset,0.8357142857142859
Genmo AI,Genmo AI,Unknown,Other/Unknown,unknown,0.0
University of Florence,University of Florence,Italy,Europe,university_dataset,1.0
University of Surrey,University of Surrey,United Kingdom,Europe,university_dataset,1.0
MGH & BWH Center for Clinical Data Science,Davis & Elkins College,United States,United States,university_dataset,0.855
Huazhong Agricultural University,Huazhong Agricultural University,China,China,university_dataset,1.0
Chinese University of HongKong,The Chinese University of Hong Kong,Hong Kong,China,university_dataset,0.923076923076923
"ISTBI & School of Data Science, Fudan University",Fudan University,China,China,manual_substring,0.9
Shanghai Normal University,Shanghai Normal University,China,China,university_dataset,1.0
City University,City University,United Kingdom,Europe,university_dataset,1.0
Layer 6,October 6 university,Egypt,Middle East & Africa,university_dataset,0.855
Tencent Big Data,Tencent,China,China,manual_substring,0.9
"Centre for Neuroscience Studies at Queen's University, Queen's University",Queen's University,Canada,Canada,university_dataset,0.9
sogou,sogou,Unknown,Other/Unknown,unknown,0.0
"Beijing Baichuan Intelligence Technology Co., Ltd.",Mohamed bin Zayed University of Artificial Intelligence (MBZUAI),United Arab Emirates,Middle East & Africa,university_dataset,0.855
ENN Group,St. Joseph Group of Institutes,"Tanzania, United Republic of",Other/Unknown,university_dataset,0.855
General Motors,Universidad Nacional de General Sarmiento,Argentina,Latin America,university_dataset,0.855
"China, Beijing University of Posts and Telecommunications",Beijing University of Posts and Telecommunications,China,China,university_dataset,0.95
"China Pacific Insurance (Group) Co., Ltd.",Groupe Sup de Co Amiens Picardie,France,Europe,university_dataset,0.9
Helixon,Helixon,Unknown,Other/Unknown,unknown,0.0
Helixon AI,Helixon AI,Unknown,Other/Unknown,unknown,0.0
"ESSEC Business School, Asia-Pacific campus",Asia-Pacific International University,Thailand,Asia-Pacific (excl. China),university_dataset,0.855
Harvard T.H. Chan School of Public Health,Harvard University,United States,United States,manual_substring,0.9
Shandong University of Science and Technology,Shandong University of Science and Technology,China,China,university_dataset,1.0
Beijing University of Post and Telecommunications,Beijing University of Posts and Telecommunications,China,China,university_dataset,0.98989898989899
Yonsei university,Yonsei University,South Korea,Asia-Pacific (excl. China),manual_substring,0.9
German Cancer Research Center (DKFZ),Defense Language Institute Foreign Language Center,United States,United States,university_dataset,0.855
Siemens Healthineers,Siemens Healthineers,Unknown,Other/Unknown,unknown,0.0
Honda Research Institute,Bhagwan Parshuram Institute of Technology,India,Asia-Pacific (excl. China),university_dataset,0.855
Queen Mary university of London,"Queen Mary, University of London",United Kingdom,Europe,university_dataset,0.9523809523809522
University of Leicester,University of Leicester,United Kingdom,Europe,university_dataset,1.0
Ecole Nationale Supérieure de l'Electronique et de ses Applications,Ecole Nationale Supérieure de l'Electronique et de ses Applications,France,Europe,university_dataset,1.0
Université de Cergy-Pontoise,Université de Cergy-Pontoise,France,Europe,university_dataset,1.0
University of Crete,University of Crete,Greece,Europe,university_dataset,1.0
Tencent Games,Tencent,China,China,manual_substring,0.9
"NetEase, Inc.","NetEase, Inc.",Unknown,Other/Unknown,unknown,0.0
NIH,NIH,Unknown,Other/Unknown,unknown,0.0
IMEC,IMEC,Unknown,Other/Unknown,unknown,0.0
Ecole Nationale des Ponts et Chausees,Ecole Nationale des Ponts et Chausees,France,Europe,university_dataset,1.0
Xi'an University of Technology,Xi'an University of Technology,China,China,university_dataset,1.0
Changsha University of Science and Technology,Shanghai University of Science and Technology,China,China,university_dataset,0.9555555555555556
China Aerospace Science and Industry Corporation Limited,College of William and Mary,United States,United States,university_dataset,0.855
alibaba,Alibaba Group,China,China,manual_substring,0.9
Institut de mathématiques de Toulouse,Universidade Comunitária da Região de Chapecó - Unochapecó,Brazil,Latin America,university_dataset,0.855
ANITI,ANITI,Unknown,Other/Unknown,unknown,0.0
"University of Toulouse, IRIT",University of Tulsa,United States,United States,university_dataset,0.878048780487805
Mapillary Research,The Scripps Research Institute,United States,United States,university_dataset,0.855
The University of West Florida,University of Florida,United States,United States,university_dataset,0.95
Roblox Research,The Scripps Research Institute,United States,United States,university_dataset,0.855
Martian,"University of Tennessee, Martin",United States,United States,university_dataset,0.8307692307692308
Cynch AI,Cynch AI,Unknown,Other/Unknown,unknown,0.0
Beijing Normal Hong Kong Baptist University,Hong Kong Baptist University,Hong Kong,China,manual_substring,0.9
Beijing Normal University Hong Kong Baptist University United International College,Hong Kong Baptist University,Hong Kong,China,manual_substring,0.9
University of New Haven,University of New Haven,United States,United States,university_dataset,1.0
"School of Software, Tsinghua University",Tsinghua University,China,China,university_dataset,0.9
CVS Health,Wake Forest Baptist Health,United States,United States,university_dataset,0.855
"Department of computer science and information engineering, National Taiwan University",National Taiwan University,Taiwan,China,manual_substring,0.9
University of Zagreb,University of Zagreb,Croatia,Europe,university_dataset,1.0
BioNTech SE,BioNTech SE,Unknown,Other/Unknown,unknown,0.0
"Max Planck Institut, Max-Planck Institute",Max Planck Institute,Germany,Europe,manual_substring,0.9
Biontech SE,Biontech SE,Unknown,Other/Unknown,unknown,0.0
ENS Paris-Saclay,ENS Paris-Saclay,France,Europe,manual_substring,0.9
Universitat de Barcelona,Universitat de Barcelona,Spain,Europe,university_dataset,1.0
Cedars Sinai Medical Center,Defense Language Institute Foreign Language Center,United States,United States,university_dataset,0.855
Pusan National University,Pusan National University,"Korea, Republic of",Other/Unknown,university_dataset,1.0
Earth Species Project,International Institute for Geo - Information Science and Earth Observation,Netherlands,Europe,university_dataset,0.855
"InChao Institute, Ltd",Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
In-Chao Institute Ltd,Engineering Institute of Technology,Australia,Asia-Pacific (excl. China),university_dataset,0.855
"WeChat Vision, Tencent Inc.",Tencent,China,China,manual_substring,0.9
China University of Geosciences,China University of Geosciences Wuhan,China,China,university_dataset,0.95
